Date,Label,combined_headlines
2003-11-19,0,ferguson outcast and facing exit brown gets back into contention at united kluivert faces axe after big night out nothing to tell the grandchildren about in full swing a right royal holiday protests mark start of bush visit palace may take action against mirror campbell offers bbc olive branch short changed government accused of shortchanging district councils local government finance settlement reaction in quotes burning with political correctness chief executive princes trust are film and theatre friends or foes what the movies can teach us about  presidential visits mps narrowly back hospitals plan coke ponders nonbranded machines in schools granada unions fear job losses burberry in fashion bush no excuse as truancy sweep begins no news and  no news is good news except for us jody morris factfile black faces us inquiry according to us reports i see real sadness in my job
2003-11-20,1,euro  playoff holland    scotland giggs ploughs a lonely furrow but fails to reap any reward euro  playoffs wales    russia foreign office warned of significant threat in turkey march organisers claim  simon jeffery police presence for bush state visit no flying start court hears of soham girls clothes discovery parliamentary ping pong ends in draw court gags palace revelations uk shares fall after istanbul blasts service pays tribute to young  dead as blasts rock istanbul mirror reporter breached palace contract housing codes follow royal blueprint a success story vicechancellors break ranks over topup bursaries warnock rules out leeds move hospital plans to become law all for some some for all gus gets am for small slice of burberry when the wind blows clarke accuses teachers of living in a fantasy world full text of john prescotts speech pain and  gain
2003-11-21,0,win win win ellis step down is a smokescreen troops gather behind hughes strachan ready to make leeds move roads to the final johnson is this the final curtain your armchair guide to the two teams gregan lets action do the talking sorry old chaps the game is up playoff win may save mitchell age no concern to england says west the usual buildup two nations stoked to frenzy classic clashes no england  australia   from campo to caborn the alternative awards xv australia have a league of potent attackers englands forwards can allow wilkinson the space to be a hero again beautiful event just needs final touch of class richard hill v michael lynagh the making of clive woodward return to form and favour breathes fresh life into larkham beef serves up reminder of his class government names hull troubleshooter tabloid switch could be sign of the times lloyds tsb ups current account rate
2003-11-24,1,leicester city    charlton athletic hearts    hibernian leeds united    bolton wanderers manchester united    blackburn rovers first divsion roundup ron atkinson brazilian shines in uniteds diamond midfield cluster southampton    chelsea womens football everton    wolverhampton wanderers middlesbrough    liverpool west bromwich albion    reading ipswich town    sheffield united watford    west ham tottenham    aston villa newcastle united    manchester city birmingham city    arsenal bronfman bags warner music miniturbine brings green power for all huntley cut off girls clothing court told barnardos shock ads spark  complaints roman sticks knife into barcas heart blair and chirac in show of unity rugby and  football jury recommends death penalty for washington sniper police want new powers to deal with aftermath of terror attack
2003-11-25,1,arsenal muscle in on race for defoe terry has no fear of istanbul celtic giddy with hopes of european glory arsenal seek roman replay robson ends his bantam wait kevin mccarra threehorse race means excellence may not be enough lowe cries foul over strachan move itunes drm circumvented agricultured questions remain as foundations are laid explosion rocks central baghdad soham girls died accidentally defence universities will charge a fees times hit by technical hitch five plans the ultimate reality show the monk liberation front royal festival hall london courtney pinejoe harriott tribute royal festival hallpurcell room london so much to say arditti string quartet st pauls hall huddersfield big noise queen elizabeth hall london piers morgans answer correct punctuation waiting for godot finborough theatre london report on the use of rape as a weapon in eastern congo david aaronovitch no time to give up on new labour
2003-11-26,1,england face euro  hotel hiccup leeds striker smith on fa bottle charge arsenal hold no fears for coleman ferguson gives keane a break chelsea spared a trip to turkey twos a crowd a walk in the parka huntley was charged with rape in  a radical package buying a laptop in silicon valley after miss julie donmar london what does it all mean howard vows to oppose shameful asylum bill a fullfat programme bbc news  unveils new look parklife and  youre so great whos in charge here hugh marriott a choice opportunity chief executive london archives libraries and museums tv pays high price for rugby victory blair defiant over new legislation sellers packs cause controversy how to help your children fulfil their potential nicholas lezard toys for christmas
2003-11-28,1,present imperfect keeping it real in a fantasy setting unknown announcer saves todays bacon a smashing trip unionist gap narrows in final poll results new york christmas shopping noel no hell dyke power cut was sods law snippets ferrari will not edit desmonds london paper win tickets to see ub at wembley greg dyke given post as chancellor of york senior reshuffle at news of the world notes from the touchline frank keating macshane faces calls for nec race inquiry david mamet black for good stuart jeffries talks to composer harrison birtwistle heads reject lsc schools and business scheme less of moore school letwin would rather beg to avoid gets glowing report doing one  not doing one and  do one does one bioterrorism agency to be reorganised mps demand euthanasia assurance in bill home entertainment underworld world losing fight against aids says annan whirlwind romance
2003-12-01,1,united duo escape ban critics attack coke chart deal huntley i did not intend to kill girls bbc heads for cocacola row brussels promises football rights decision tv review longhorn on sale former itv sports pr back in play wark in fresh holyrood row the things they measure wayne sleep and anthony dowell as the ugly sisters in the royal ballets cinderella murdoch pays tribute to pickering teacher support group raises alarm over classroom stress uk men exceed limit on working hours jobs and  money fees for police checks to rise again xerxes barbican london ben harper brixton academy london goahead for ulster ceasefire commission santas grotty no compromise on topups vcs urge letchworth garden city  years old th century javanese coins found in thames mud councils face axe for regional assemblies curate allowed to pursue late abortion inquiry
2003-12-02,1,england dont fear anybody letters honours more observed in the breach a wonderful life manchester student arrested in iraq itv unveils christmas line up second carlton man gets itv job foreign office announces year priorities david aaronovitch the return of the gong leeds sheikh weighing up options fe students satisfied with their studies says survey breaking down the barriers sinner and saint hunt makes bbc daytime switch us forces deny capturing key saddam aide atkins gets fat on tube business fees bill defeat would be disaster mp regrets gay website row bill aims to stop council tenants cashing in what you eat the fitness fix and it didnt even hurt how worried should we be for our children swimming the channel  arrested in antiterrorist raids across uk elliott jumps ship for independent on sunday
2003-12-03,0,arsenal    wolves david moyes pledges to fight on eddie gray and kevin blackwell in battle for leeds job england us head for exit dean richards hopes spurs can cash in on city blues de boer future under rangers scrutiny bad timing costs izzet meeting with gunners beckham passed fit for his first madrid derby rotherham united    coventry city sunderland    wigan manchester united prepared to meet fa headon premier league react with anger to blatters latest plans first test sri lanka  v england carr lied to protect huntley uk man faces shoe bomber charge people sacks staff over fake picture dainty pretty things extreme measures why we voted no farm project worker thames reach bondway leader drawing the lines african queen pitiful poetry attacking our democratic lifeblood polly toynbee a lesson for blair actually
2003-12-04,1,west bromwich albion    manchester united livingston see cis insurance cup semifinal as inspiration marrs blame market for wreck of dundee middlesbrough    everton aet boro won  on pens tottenham hotspur    manchester city football manchester united top league of the richest scholes confesses we were ready to refuse to play disciplinary cases scar giggss almost unblemished record rivaldo ponders offers from three english clubs liverpool    bolton wanderers hollins and rix lead race for partick job football its harder than ever for homegrown talent to break through souness faces ban for asking if referee is spurs fan turks lose chelsea appeal rangers    st johnstone leeds grab a lifeline pass notes no  the birmingham ferris wheel its great outdoors tobacco grips the smokers republic carr turns on huntley showbiz reporters abandon mirror titles bush lifts steel tariffs to avert trade war obituary david hemmings talk time barefoot doctor whisky
2003-12-05,1,blatter lays down law on ferdinand what houllier must do to silence the drums of doom villa strike out balaban leeds given sevenweek deadline partick thistle    celtic health scare for fergie ball scoops am golden goodbye strutting bae accused of hiding cash paid to win deals labour accused of exploiting rugby heroes england face home nations test  world cup draw why has george bush lifted steel tarrifs  world cup draw  european zone the search for las singer lee mavers call to make scotlands council chambers more diverse indies win repeal of screener ban readers switch to tabloid independent  world cup draw  african zone  world cup draw  concacaf zone asda to replace sweets with fruit at checkouts  world cup draw  oceania zone  world cup draw  asian zone nhs waiting lists reach year low the  films of christmas
2003-12-08,0,womens football merthyr claimed to be turning professional now they are turning into cardiff burnley    sheffield united fa cup third round draw fulham    bolton wanderers tottenham hotspur    wolverhampton wanderers millwall    norwich burton albion    hartlepool roundup bournemouth    accrington stanley roundup livingston    celtic birmingham city    blackburn rovers middlesbrough    portsmouth newcastle united    liverpool rugby fans bring london to a standstill cook warns blair against confidence vote peer into the past rijkaards job hangs by a thread government squares up to exploitative lenders competition chance to forecast the shape of things to come uk wants constitution agreed this week foaming shaft and  purple tin europe and us clash on satellite system british gas pushes up prices us apologises after children die in bombing meant for taliban chief
2003-12-09,1,happy returns prebudget wish list friends in high places brussels could slash football deal man held on tourist rape charges hollinger exec launches m action prebudget report what the opposition wants bbc forced to drop gang film hot and  fat times reaps tabloid benefits a merry christmas  but not such a happy new year buena vista social club pianist dies ken campbells meaning of life drill hall london gore backs howard dean money no longer talks in mugabes empire linda grant tales of tel aviv hes the worlds fittest man  its official the great drugs lottery sober christmas survival kit barracks blast injures  us troops patient choice command paper reaction journalist i endured victimisation by media i was being eaten alive by newspapers qa patient choice government risks missing key homes target
2003-12-10,0,manchester united    stuttgart football champions league inter face ignominious exit at hands of kiev football champions league arsenal dread the cost of champions league failure rangers    panathinaikos besiktas    chelsea football arsenals stadium back on course football champions league celtic must rectify sorry away record to progress obituary ruben gonzelez explained the prebudget report brown confirms inflation target change talk not court advocated for net paedophiles jackson out of running for itv america surprise boost to stall council tax rises sexing up the cities commons row over fees advert full text david willetts speech huntley admits girls manslaughter waste not rant not no pcc probe into swan eating story responses to the prebudget report bullish brown admits to abn debt the political reaction in quotes boarding school parents come under fire credit where its due prebudget report reaction in quotes
2003-12-11,0,being psychic la tremoille paris drink drink and be merry hotel montalembert paris fo reviews advice to travellers islanders try to turn tide on famine of the sea mars in her eyes does britain have the worlds worst national anthem platell accused of homophobia lies dont prove guilt says judge parting is such sweet sorrow hughton and pleat and  cake and meat collins could make tv comeback carr unfairly vilified straw cautious over eu constitution talks spam qa spam laws a hash experts say carr played no part in dreadful deeds man remanded on shoebomber charges gnvq qualification to be withdrawn jackie ashley politics should look at the longterm british people to decide future of bbc matalan issues profit warning amid slow christmas sales helping hand for the housing underclass flying on empty
2003-12-12,1,revengers tragedy unveiled criticism what job for whittow dressing grayson whicker coaxed back into action ignorance is risk home entertainment kieran hebden aka four tet composer vic hoyland puts the pieces together soham jury sent home for weekend big cup and  euro vase summit in the air dollar hits new low against euro qa arms length management organisations soft drinks in pubs overpriced findings show barney ronays alternative bbc sports personality of the year contenders five journalists leave associateds irish sunday tuition fees the norm abroad government says colleges move closer to new university status  to gain from childcare pay sony takes share in yoomedia pop stars with honours council accused of rigging housing management ballot trial of chinese orgy organisers begins pm seeks eu summit compromise new fertility law divides italy
2003-12-15,1,football chelsea    bolton richard williams on paul scholess importance to england football palios confident blatter will stay out of ferdinand case football portsmouth    everton football liverpool    southampton roundup nationwide league football manchester united    manchester city ron atkinson on southamptons game plan against liverpool football newcastle united    tottenham hotspur football dein vows henry will stay as fifa award beckons football mckenzie poised to step down in pursuit of chinese investment football boca juniors beat milan in intercontinental cup final football wenger realises that henry is priceless football west ham united    sunderland football charlton refuse to play second fiddle in womens game football dunfermline    rangers football leeds united    fulham football arsenal    blackburn rovers how the story broke broadcasters scramble to cover saddam story bacardi may ditch jones after assault conviction incomes fall further behind house prices labour nec favours livingstones return paper fortunes does size matter in art
2003-12-16,0,the skys no limit sky loses premier league games european commission statement france and us agree on iraqi debt bbc rounds on sunday telegraph over simpson contract aut to ballot members over pay vicechancellors say no to variable fees key points the aviation white paper labour gets carter for general secretary ec confirms tv deal for premiership neesom scoops star job soham trial jurors sent home more students taking up further education manchester students rally against topup fees viewers treated like morons the fiver towers correctional facility and the fiver towers correctional facility investigators uncover shocking extent of prison racism review of the year art everyones a loser nut in synch with teachers over sats now is the time for justice my mothers deadly secret what you eat when theres no real alternative peugeot  convertible
2003-12-17,1,spot watches expected in january queasy does it police apologise for failings over huntley merry christmas everyone huntley given two life sentences independent to cut  jobs itv challenged over news shakeup oft calls for removal of car warranty restrictions concern over relaxation of bankruptcy laws  dance review review of the year theatre paul smith and  noam chomsky blunkett gives little ground on asylum bill first uk death after cjd transfusion netnotes a hundred years of flight special medical units trained to counter smallpox terror threat monkey goes to the what the papers say awards huntley investigated eight times new research reveals footballs political past ba loses am appeal rusbridger and benson join pcc committee diary of a teenager growing pains school nativity plays deborah jackson on the mmr debate would you spy on your child
2003-12-18,1,star gazing council league tables the results in full torbay thurrock telford  wrekin tameside tower hamlets trafford warwickshire warrington donaldson quits ulster unionists wandsworth walsall waltham forest wakefield wiltshire westminster west sussex moo visa blues pop review of the year west berkshire windsor and maidenhead wigan wolverhampton wokingham
2003-12-19,1,rugby union simpsondaniel grateful for early redemption chance cricket england  rugby union gereurd roberts meets englands kicking coach horse racing seven jockeys banned for taking the wrong course at ludlow horse racing baracouda looking to make amends in long walk hurdle rugby union richards rages at england fixture rugby league goulding looking ahead to moscow dinamo in challenge cup cricket flintoff crawls to englands rescue formula one allan mcnish the latest to be linked with jordan microsoft sued again ferdinand banned for eight months nils pratley kick them where it hurts caption competition more of the best blackowned paper reports inquiry mail on sunday rounds on paddick towards another ulster stalemate waiting and time teenager hacked into key us lab if i went there id be found hanging from a bridge christmas shopping in bratislava netnotes beagle  sir kevin tebbit winter sales who dressed the best in  screen test
2003-12-22,1,absinthe friends  for  flights to the americas whitehall database will track m lives tv ratings december  ambassador promoted cause of enron boss two killed in londonderry helicopter crash local taxes for local people colombia hostages freed nothing and even less ofcom seeks to improve disabled tv access chapter six nothing going on but the rent previous winners egyptian minister attacked in jerusalem tottenham hotspur    manchester united dowie flies with the eagles nedved takes euro prize qa scotlands charities get an oscar hollinger tops bad news league high noon for noddy hardtoswallow tale of beer antibubbles nhs sues drug companies over pricefixing claims breaking up is hard to do for women blair denies olympics lobbying charge house prices remain steady and resilient race to oxbridge
2003-12-23,1,point break terms and conditions disney competition ten more ways to volunteer in  sales shopping made easy is it safe to travel to colombia fired up turkeys in cold after drug withdrawal ten dead in gaza violence santas poor relation end of year report more than  million to hit shops on christmas eve captive audience hail morea school breaks privacy rules with spy camera parmalat forged accounts says bank parmalat founder and two exdirectors investigated pub chain fined for breaking child employment laws christmas awards  transatlantic texting watchdog fires parting shot at itv stars to edit today programme mps call for legal review after couples deaths asylum seekers forced to sleep rough tv ratings december  bully boy blunkett for villain of the year
2003-12-24,1,frank keating lest we forget horse racing guide to tv races rowing pinsent and cracknell pairing put on trial horse racing king of kempton seeks his sixth gold rugby union tigers head coach job on the line rugby union kiwi boss should have had extra time formula one terrorist threat to bahrain grand prix frank keating those who retired in  tennis henman deserves better than whitehalls token offer football leeds board faces probe over debts football duff out for up to six weeks football ferguson says that ferdinand was innocent football wenger doubts chelsea staying power football man united monkey business british hostage home for christmas crisis powers invoked to save parmalat tragic cost of iraq war deepcut families renew calls for inquiry major importers ban us beef parmalat files for bankruptcy school vending machines to offer healthy options public art scheme in christmas campaign row benefit squeeze on lone parents king williams college general knowledge quiz
2003-12-29,1,delgado out to settle score with arsenal nationwide roundup ron atkinson how gerrard helped by going off premiership bolton wanderers    leicester city premiership everton    birmingham city premiership wolverhampton wanderers    leeds united first division ipswich town    crystal palace premiership aston villa    fulham scottish premier dundee    rangers first division derby county    norwich city first division rotherham united    sunderland premiership chelsea    portsmouth premiership middlesbrough    manchester united first division sheffield united    wigan athletic first division nottingham forest    west ham united premiership tottenham hotspur    charlton athletic microsofts penny black idea to make spammers pay cerritos will be tops in wifi scotland weighs up public smoking ban century pair not enough to save windies mad cow beef bob monkhouse bobs best gags tories hint at fees uturn camelot launches lotto online
2003-12-30,1,football a look at januarys transfer window targets football fa cup blue memories of life in the red for lewington charlton show spurs that a little can go a long way football parma face losing stars in cash crisis football eidur gudjohnsens  football fa cup gerrard adds to houlliers problems football kanoute abandons sliding spurs football premiership southampton    arsenal football hart in danger as fans lose patience trading places woman may be fined for public nudity  on the web black separatists deny jackson role sixty ways to help to save the planet tories plan to make speeding pointless more spectrum for rural broadband tanzi has admitted diverting m police investigate student death water water everywhere other natural disasters with great loss of life iran death toll may reach  port vale rescued by fans bank of england hit by email hoax sikh pensioner dies after temple attack abolition of leas not on agenda the enemy within
2003-12-31,0,arise sir clive stingers now they really hurt motor racing eddie jordans year most of the highs were off the track kings young idler has crystal clear chance cricket australia v india pitch repairs taint aussie win cricket gideon waugh on steve waughs retirement football kidderminsters craig hinton cant wait for the visit of wolves in the fa cup football fulham hold firm against manchester united saha bid football spurs make a bid for forests andy reid football newcastle united chairman unhappy with recent form first division wimbledon    west bromwich albion football yeovil to exploit gerrard absence richard williams on premiership managers reluctance to release players for african nations cup no aide involved in outing kelly gets new year honour andrew collinss diary leading universities defend variable fees chapter seven a couple of bob for christmas why black comedy gets the laughs arise sir tim cbes for ray davies and eric clapton seven arrested over parmalat scandal the milk sheikh whose dream curdled gongs for henman watson and swimmers liverpool forced to scrap new years eve party channel  audience dips below 
2004-01-02,1,rugby union zurich premiership saracens    leeds darts world championship manley shrugs off heckles horse racing pipe defends mccoy over whipping ban rugby union eddie jones buries the hatchet with sir clive cricket waugh calls for an end to runners and legbyes tennis sports minister warns of need to expand the reach of tennis cricket south africa v west indies preview athletics paula radcliffe gains three new world records athletics six to watch in athens  athletics britain looks to open second drugtesting lab motor sportrallying mccrae eases into dakar rally nottingham forest want am for andy reid ron atkinson no room for slip ups in the fa cup fa cup jamaican keeper ricketts to play for new club bolton van nistelrooy expects new deal to be tied up this month feature neale cooper the latest fergie disciple leicester say hands off muzzy izzet lazio accept mancini may move on spim missing from list of banished words tories spoilt for choice in true blue seat jess cartnermorley on the january sales brazil takes prints from us tourists ba cancels second flight to washington veterans braced for schrfder dday visit ipod  therefore i am
2004-01-05,0,regulating net phones the trouble with letting the people speak soviet union ministers defend air disruption dyke there are no fall guys for hutton and well only accept criticism we agree with air travellers face years of chaos his dark materials national theatre london dean trades fire with democrat rivals letter bomb explodes in meps office interpublic drives through brands hatch sale straw invites libyan minister to london not thriving and  not diving qa the consultant contract senior doctors vote to accept new contract midwives bear brunt of patient abuse education workers most content in jobs an inexcusable lack of commitment sector pays tribute to heroic campaigner henry counsels caution mcclaren says maccarone is staying put ann taylor uks first black police chief begins job godric smith gilligan will not kiss and tell alastair campbell
2004-01-06,1,formula one williams montoya and schumacher buoyed by all new fw rugby league st helens turn the tide with two samoan signings rugby union stumbling leicester hit crisis point dakar rally puncture fails to take wind out of mcrae tennis qatar open henman finds rhythm after a few bad notes tennis stephen bierley on british tennis bleak prospects australian womens hardcourt championships wildcard stosur strikes gold tabletennis chinese players sent home after sex scandal rugby union cup ban leaves cardiffs baugh blue horse racing no place to hide for bent punters cricket kallis and gibbs destroy desperate west indies scotney puts his prints on new job cricket west indies test series england to go with jones in pace race horse racing mccoy whip incident to be probed cricket katich resists the crumbling process apples new ipod minis and ilife suite best in snow telegraph staff face strike ballot majorca pools pose health risk football cup draw turns up the heat on houllier and robson itv news chief set to quit trouble brewing traffic bill under fire from all sides no  made late submission to hutton darling defends air marshals as pilots rebel
2004-01-07,0,football bosman a disaster for footballsays former uefa chief aigner dan gillmor namechecks the amiga football al fayed furious at uniteds move for saha football gray blasts smith over twogame ban football rooney told to learn from jefferss mistake football kanoute rejected chance to play for mali six years ago football dundee and motherwell to instal undersoil heating for start of next season football owen to axe agent and turn to dad football spurs bid am for reid and dawson football aston villa    portsmouth football ferdinand to pick up salary and bonuses during ban richard williams on the anfield power struggle realnetworks adds c music downloads with realplayer  updated tv ratings january  shes been tangoed britains leading young playwrights on whats wrong with uk drama robert kitson on the key issues facing sir clive woodward author of the month jeanne willis school leavers ignore professionals and turn to friends fabio hair the milan there was superior hes a believer study reveals lack of teacherparent trust government backs down on terror bill the big casino gamble obituary brian gibson
2004-01-08,0,football saha furious at fulham block dream old trafford move football keegan eyes up keeper gordon football i will stay at leeds insists smith football chelsea close in on am keeper cech football berkovic deal hits pompey snag football beckhams ankle infected great scary intros of our time pt  football hearts dare to dream of catching rangers robert lee on possible nationwide targets for premiership clubs black puts second home on market signing in the train hp to license ipod from apple beyond the ipod  in  animals and plants will be extinct by  no place like home for black airlines banned from uk airspace revealed lost in space space the busy frontier ron dearing we will all benefit from tuition fees charter flights under the microscope hutton cools smoking gun row on secret evidence fayed tries to gag bbc investigation under offa online party may break electoral law portrait craig johnston
2004-01-09,1,making up express man gets prison sentence obituary ingrid thulin research on tiny particles could damage brain scientists warn teaching unions reach draft agreement on salaries animal dna archive to aid human genetic studies jobs on that video ipod the fiver whitehall must open up after hutton say mps death at the barrier how to heed the warming warnings reward offered for information on student death cable addiction man wants to sue its a long way to giorgio armani snippets bye bye jlo hello naomi olympic lottery on track midwinter spring is the new season information packs will cost average seller a boy arrested after stabbing at school red cap heads off barkers friends shockwaves as tenants veto housing management switch alan dodds veteran union leader dies which club travels furthest in a season  and does it matter which graduate loan should i go for
2004-01-12,0,bank charges cost tourists am a year tristram hunt appreciating our industrial heritage airy escapes watchdog sees press complaints soar livingstone norris has facts wrong not quite news itv plans classic soap spinoff paul carr you can write but you cant hide workload agreement in effect in most schools juve move up but not forward bird flu linked to human deaths the managers union and  the players union gary younge us wakes up to politics pensioners missing out on complicated credit new president for girls schools association accounting fears send adecco shares plummeting jacqueline wilson online chat transcript the guantenamo nine jcjhdjd eurostar link swelled passenger numbers up to  killed in afghanistan attack opinion split over aut strike report links vaccines to gulf war syndrome letter to keith hill the minister for housing fee rebel tears into blair
2004-01-13,1,larry ellison weds again who goes where seaman calls it quits city hammer out james deal finance ministers face legal action  for  flights to the americas capital confections who goes where quartetfest rncm manchester school mobile phone ban will not curb porn ucea optimistic about university pay deal teacher shot by student in the netherlands granada green lights itv merger gm report clears maize but rejects other crops life in  comical ali gets job as tv pundit purple tin and nippy sweeties cutbacks mean students leave university less well educated says top academic crm  a jargonbuster bank of england officials turned away from bcci fraud gene king tuts wah wah hut glasgow bae snubbed in air tanker contract honours row real blow for uk science when are we most vulnerable house of horrors
2004-01-14,0,norris pledges job cuts and tube strike ban full text tony blairs ippr speech blairs speech on topup fees continued blair no alternative to fees flamboyance byers attacks childcare lottery no plan b for he says blair carriage returns howard turns up hutton heat on blair jackson takes itvs american brief inside for good britains wholelifers hutton poll heaps pressure on blair commons people internet pirates face legal action warns bpi situation and  comedy falconer may have breached privilege us exports exceed expectation axa cuts  jobs burberry shows luxury brands can beat the odds universities suffer abn funding gap says clarke inland revenue makes more courtesy calls firstgroup in rail franchise hitch richard williams on how manchester united will miss nicky butt trial or nothing for guantanamo britons  blunkett do we need speed cameras
2004-01-15,1,uk finds hole in videoconferencing protocol hp wins christmas pc battle apple and intel beat the street with tech recovery nature calls jamaican chart topper hurt in car accident school pupils grill tory leader ge capital bank told to change its ways blair fails to charm opponents independent drops saturday broadsheet baby and  innocence five questions for lord hutton appointments are a boost for gaelic hutton report out on january  luton lecturers threaten strike after  redundancies profile carol moseleybraun blair under pressure from soldier widow public sector facing compensation drain union condemns boots handling of job cuts hutton report out january  police question youth over attacks playboy given right to sue aol new contract to save medical academics byers calls on labour to help middle class parents bullets carried on flight from us what celebrities art collections say about them
2004-01-16,1,thurrott returns to the hp ipod yearold charged over park stabbing cd favela chic postonove  nurse held over patient death suits all of us sir snippets black keeps hollinger waiting for  repayment council compensates manager for prison hostage ordeal tv ratings january  mr ems tarpaulin and il traps dilemma manchester sees  drop in student robberies scots world cup dates confirmed woman wins right to appeal in embryos case hutton no to media preview olympic city bids runners and riders the sound of silence how do you like them apples first wives club author dies at  university employers refute secret meeting charge its helping me improve health home entertainment ivor cutler boys dont cry us urges iraqi rebels to lay down arms kilroy opponents applaud decision text of bbc statement
2004-01-20,1,rugby league world cup given thumbsup rugby union england sweating on hodgson injury rugby union all blacks recall beef exports snooker campbell hit by broken cue horse racing ricou to keep the ride on jair du cochet horse racing savill attacks the exchanges american football panthers to pounce on patriots rallying schoolkids get break motor racing boycott threat to europe over arrest warrants beginning today more than a football rio forbidden to play in friendlies football england call off france friendly football fans still scratch their heads but must get used to itchy feet football hearts in trouble after coin throwing roar and peace jury throws book at scourge of lonely planet fiona millar why dont we like teenagers itv snaps up marion and geoff star after bbc snub leeds have positive meeting with players hollinger director quits after four days made for two gentleman journalist suchet steps down tuition fees fairest way to fund universities says oecd welsh universities more inclusive than ever dont breathe a sigh of relief for sudan just yet
2004-01-21,0,rugby league lindsay leaves legacy horse racing kingsize chance for mann hurdler rugby unio kiwi tour no holiday for lions nigel melville home support is the key to european success tennis motivated henman throws caution aside skiing britains snow queen shows that faith can move mountains football campaigner turns shock into success cycling more cofidis riders held cricket england axe set to fall on zimbabwe horse racing rooster boosted by ratings formula one british teams back challenge to jail threat football arsenal close to deal for van persie football the harsh realities ahead laid out for leeds football fa fears holiday hooligans football spurs am share plan bad for the club football charlton reject am for parker prison service pays a to youth jail victims end of the roads apartheid spy smear rebounds king williams college quiz the answers posh seats jonathan freedland in search of a candidate a guide to topup fees local hero portrait don paterson
2004-01-22,1,football fa cup manchester united tie puts lyttle in shop window football serie a adriano becomes the second bigname player to leave parma football spurs line up am for spending spree football no rangers cash drain  murray football cudicini insists future lies with chelsea jail covered up assaults by guards nasas mars rover stops working physics students offered extra a bursary no way back on globalisation clinton tells davos cooking up a storm aggressive councillor barred from office overseas students in uk could top m by  uk councillors scraped from the barrel record bn text messages in  manufacturing bounces back malone move casts shadow over murdoch succession parttimers left out of education bill lower lower and  our survey says berlusconi the man who wasnt there second sight jackie ashley the downing street pact thats making gordon smile two us soldiers killed in iraq mortar attack standards improve in uk degree courses overseas mo better news government to build terror vaccine factory
2004-01-23,0,microsoft gives  bln for computer help in un deal yorkshire claims outlaw wga plumps for indie originals jess cartnermorley on paris couture hollinger defiant over asset sale medical students debts to increase village school to revive the spirit of coop pioneers henry to cool his heels against boro fever and sickly corrections and clarifications zimbabwe situation bleak warns straw primary teacher jailed for child porn offences dacres island discs trumpets cause of common man french oscars nominate old favourites students to rate universities in government survey nhs gets dirty bomb equipment booble update pick of the day on cable satellite and digital gibbs hangs up his boots at  profile jenny tonge mp mary woodward fashion journalism award winner on couture councillor to leave beleaguered department serious fraud office called in to equitable students not up to study says cambridge don lost and found
2004-01-26,0,linux still miles behind microsoft winamps creator finally quits aol i pod you pod mike rowe settles with microsoft bill gates bloody sunday judge warns journalists sir trevors poetry axed in telegraph revamp leeds granted stay of execution mackenzie brands rajar tests a disgrace showdown in motor city wales wait on drugs appeal kanoute proves a point bbc hits ethnic minority recruitment target insurer covers speeding motorists hutton reveals timetable of reports release students final attempt to stop topup fees bill fees two schools of thought on campus fergie and son and graham kelly magic dust stewart steven funeral on friday aboriginal australian design britain awaits the big chill legal battle begins over retained organs parmalat debt is more than bn chip and pin rollout goes well top telegraph reporter defects to times
2004-01-27,1,government wins topup fees vote lecturers and vcs at odds after fees victory timeline tuition fees too close for comfort the bill is won now the funding begins government very close to fees victory rebel rebels home drawn wenger agrees shock reyes deal all aboard morocco trip up nigeria cnn pair killed in iraq strike propaganda by numbers im a celebrity is back with a bang by divine right reuters challenges us on iraq deaths reye of sunshine and old trafford gloom itv scores plum euro  opener un ready to send elections team to iraq win win win jose antonio reyes factfile leading players prepare to learn fate at hands of hutton insurance chiefs deemed out of line get real on pay councils warn jazz academy seeks stars of the future
2004-01-28,0,football itv bags england opener with france football plenty of ifs but no butt for boro football fir park recovery remains on course richard williams kaka promises to soar above the brazilian dunga heap football leeds tell consortium show us the money football butt to stay at united football united study the  irish question football fulham refuse to settle van der sar fee hutton keeps it simple the sticklers lord huttons statement part  lord huttons statement part  hutton on the intelligence services lord huttons statement part  lord huttons statement part  resignation statement by gavyn davies responsibility may lie with dyke hutton on the mod electric nights bbc chairman quits after hutton clears blair not an easy man to help gavyn davies has resigned ryanair shares fall on profits warning why radiohead are rubbish justin timberlake isnt a sex god and ocean colour scene might be good after all profile gavyn davies
2004-01-29,0,african nations cup tunisia    dr congo football man with a mission to save leeds mydoomb targets microsoft pixar to part with disney fugitive caught via google cheaper fares a flight of fancy heat deflectors are travel websites inadequate sambrook will not face bbc axe meme of the day eu blacklist for unsafe airlines soros prepared to dig deep to oust bush bbc staff protest at dyke exit new deal for ruud dyke hoped governors would reject resignation curbs and our enthusiasm blair signals truce in bbc row clouds lift for leeds allconsuming community arts degrees worth more for women a teenager with aspergers reviews curious incident small firms rethink big whats new jan  our consumer champion fights your corner am set aside for teaching excellence centres
